Employee Id,Date,Start,End,A,TEST,Badge,0,DateTimePunchStart,DateTimePunchEnd
1661,04/11/2018,1530.00,1859,A,TEST,013467031,0,201804111530,201804111859
1661,04/11/2018,559.00,1000,A,TEST,013467031,0,201804110559,201804111000
1661,04/12/2018,1030.00,1829,A,TEST,013467031,0,201804121030,201804121829
1661,04/12/2018,600.00,1000,A,TEST,013467031,0,201804120600,201804121000
1661,04/13/2018,1030.00,1829,A,TEST,013467031,0,201804131030,201804131829
1661,04/13/2018,602.00,1000,A,TEST,013467031,0,201804130602,201804131000
1661,04/14/2018,1200.00,Z,A,TEST,013467031,0,,
1689,04/09/2018,659.00,1145,A,TEST,12997203,0,201804090659,201804091145
1689,04/09/2018,1215.00,1723,A,TEST,12997203,0,201804091215,201804091723
1689,04/10/2018,659.00,1116,A,TEST,12997203,0,201804100659,201804101116
1689,04/10/2018,1147.00,1700,A,TEST,12997203,0,201804101147,201804101700
1689,04/11/2018,658.00,1117,A,TEST,12997203,0,201804110658,201804111117
1689,04/11/2018,1147.00,1706,A,TEST,12997203,0,201804111147,201804111706
1689,04/12/2018,657.00,1118,A,TEST,12997203,0,201804120657,201804121118
1689,04/12/2018,1149.00,1729,A,TEST,12997203,0,201804121149,201804121729
1689,04/13/2018,658.00,1120,A,TEST,12997203,0,201804130658,201804131120
1689,04/13/2018,1151.00,1711,A,TEST,12997203,0,201804131151,201804131711
1690,04/11/2018,1037.00,12,A,TEST,,0,201804111037,
1704,04/09/2018,457.00,1000,A,TEST,11166162,0,201804090457,201804091000
1704,04/09/2018,1030.00,1626,A,TEST,11166162,0,201804091030,201804091626
1704,04/10/2018,1030.00,1636,A,TEST,11166162,0,201804101030,201804101636
1704,04/10/2018,500.00,1000,A,TEST,11166162,0,201804100500,201804101000
1704,04/11/2018,1030.00,1639,A,TEST,11166162,0,201804111030,201804111639
1704,04/11/2018,457.00,1000,A,TEST,11166162,0,201804110457,201804111000
1704,04/12/2018,1030.00,1630,A,TEST,11166162,0,201804121030,201804121630
1704,04/12/2018,459.00,1000,A,TEST,11166162,0,201804120459,201804121000
1704,04/13/2018,458.00,1000,A,TEST,11166162,0,201804130458,201804131000
1704,04/13/2018,1030.00,1547,A,TEST,11166162,0,201804131030,201804131547
1704,04/14/2018,1200.00,Z,A,TEST,11166162,0,,
1738,04/09/2018,930.00,1615,A,TEST,12651873,0,201804090930,201804091615
1738,04/09/2018,515.00,0900,A,TEST,12651873,0,201804090515,201804090900
1738,04/10/2018,930.00,1430,A,TEST,12651873,0,201804100930,201804101430
1738,04/10/2018,515.00,0900,A,TEST,12651873,0,201804100515,201804100900
1738,04/10/2018,1500.00,1830,A,TEST,12651873,0,201804101500,201804101830
1738,04/11/2018,515.00,0900,A,TEST,12651873,0,201804110515,201804110900
1738,04/11/2018,1430.00,1800,A,TEST,12651873,0,201804111430,201804111800
1738,04/11/2018,930.00,1400,A,TEST,12651873,0,201804110930,201804111400
1738,04/12/2018,500.00,0900,A,TEST,12651873,0,201804120500,201804120900
1738,04/12/2018,930.00,1430,A,TEST,12651873,0,201804120930,201804121430
1738,04/13/2018,515.00,0900,A,TEST,12651873,0,201804130515,201804130900
1738,04/13/2018,930.00,1600,A,TEST,12651873,0,201804130930,201804131600
1794,04/09/2018,1300.00,1724,A,TEST,13991947,0,201804091300,201804091724
1794,04/09/2018,755.00,1230,A,TEST,13991947,0,201804090755,201804091230
1794,04/10/2018,1200.00,Z,A,TEST,13991947,0,,
1794,04/11/2018,1030.00,1659,A,TEST,13991947,0,201804111030,201804111659
1794,04/11/2018,541.00,1000,A,TEST,13991947,0,201804110541,201804111000
1794,04/12/2018,1100.00,1638,A,TEST,13991947,0,201804121100,201804121638
1794,04/12/2018,541.00,1030,A,TEST,13991947,0,201804120541,201804121030
1794,04/13/2018,1100.00,1645,A,TEST,13991947,0,201804131100,201804131645
1794,04/13/2018,540.00,1030,A,TEST,13991947,0,201804130540,201804131030
1794,04/14/2018,1130.00,1527,A,TEST,13991947,0,201804141130,201804141527
1794,04/14/2018,641.00,1100,A,TEST,13991947,0,201804140641,201804141100
1830,04/09/2018,1130.00,1559,A,TEST,11497508,0,201804091130,201804091559
1830,04/09/2018,524.00,1100,A,TEST,11497508,0,201804090524,201804091100
1830,04/10/2018,1130.00,1530,A,TEST,11497508,0,201804101130,201804101530
1830,04/10/2018,525.00,1100,A,TEST,11497508,0,201804100525,201804101100
1830,04/11/2018,1130.00,1630,A,TEST,11497508,0,201804111130,201804111630
1830,04/11/2018,455.00,1100,A,TEST,11497508,0,201804110455,201804111100
1830,04/12/2018,527.00,1101,A,TEST,11497508,0,201804120527,201804121101
1830,04/13/2018,1130.00,1616,A,TEST,11497508,0,201804131130,201804131616
1830,04/13/2018,521.00,1100,A,TEST,11497508,0,201804130521,201804131100
1830,04/14/2018,528.00,1055,A,TEST,11497508,0,201804140528,201804141055
1838,04/09/2018,530.00,1000,A,TEST,9694442,0,201804090530,201804091000
1838,04/09/2018,1030.00,1709,A,TEST,9694442,0,201804091030,201804091709
1838,04/10/2018,1030.00,1500,A,TEST,9694442,0,201804101030,201804101500
1838,04/10/2018,1530.00,1831,A,TEST,9694442,0,201804101530,201804101831
1838,04/10/2018,534.00,1000,A,TEST,9694442,0,201804100534,201804101000
1838,04/11/2018,530.00,1000,A,TEST,9694442,0,201804110530,201804111000
1838,04/11/2018,1030.00,1759,A,TEST,9694442,0,201804111030,201804111759
1838,04/12/2018,1000.00,1615,A,TEST,9694442,0,201804121000,201804121615
1838,04/12/2018,531.00,0930,A,TEST,9694442,0,201804120531,201804120930
1838,04/13/2018,530.00,0930,A,TEST,9694442,0,201804130530,201804130930
1838,04/13/2018,1000.00,1701,A,TEST,9694442,0,201804131000,201804131701
1838,04/14/2018,1200.00,Z,A,TEST,9694442,0,,
1877,04/09/2018,1030.00,1500,A,TEST,13889490,0,201804091030,201804091500
1877,04/09/2018,433.00,1000,A,TEST,13889490,0,201804090433,201804091000
1877,04/10/2018,432.00,1000,A,TEST,13889490,0,201804100432,201804101000
1877,04/10/2018,1430.00,1834,A,TEST,13889490,0,201804101430,201804101834
1877,04/10/2018,1030.00,1400,A,TEST,13889490,0,201804101030,201804101400
1877,04/11/2018,533.00,1000,A,TEST,13889490,0,201804110533,201804111000
1877,04/11/2018,1030.00,1511,A,TEST,13889490,0,201804111030,201804111511
1877,04/12/2018,1030.00,1708,A,TEST,13889490,0,201804121030,201804121708
1877,04/12/2018,501.00,1000,A,TEST,13889490,0,201804120501,201804121000
1877,04/13/2018,1030.00,1524,A,TEST,13889490,0,201804131030,201804131524
1877,04/13/2018,459.00,1000,A,TEST,13889490,0,201804130459,201804131000
1879,04/09/2018,1130.00,1714,A,TEST,12836996,0,201804091130,201804091714
1879,04/09/2018,454.00,1100,A,TEST,12836996,0,201804090454,201804091100
1879,04/10/2018,1130.00,1712,A,TEST,12836996,0,201804101130,201804101712
1879,04/10/2018,454.00,1100,A,TEST,12836996,0,201804100454,201804101100
1879,04/11/2018,1030.00,1633,A,TEST,12836996,0,201804111030,201804111633
1879,04/11/2018,453.00,1000,A,TEST,12836996,0,201804110453,201804111000
1879,04/12/2018,1130.00,1611,A,TEST,12836996,0,201804121130,201804121611
1879,04/12/2018,454.00,1100,A,TEST,12836996,0,201804120454,201804121100
1879,04/13/2018,1130.00,1630,A,TEST,12836996,0,201804131130,201804131630
1879,04/13/2018,454.00,1100,A,TEST,12836996,0,201804130454,201804131100
1879,04/14/2018,1200.00,Z,A,TEST,12836996,0,,
1890,04/09/2018,1600.00,1913,A,TEST,13901436,0,201804091600,201804091913
1890,04/09/2018,1130.00,1530,A,TEST,13901436,0,201804091130,201804091530
1890,04/09/2018,600.00,1100,A,TEST,13901436,0,201804090600,201804091100
1890,04/10/2018,1600.00,1844,A,TEST,13901436,0,201804101600,201804101844
1890,04/10/2018,1130.00,1530,A,TEST,13901436,0,201804101130,201804101530
1890,04/10/2018,557.00,1100,A,TEST,13901436,0,201804100557,201804101100
1890,04/11/2018,557.00,1100,A,TEST,13901436,0,201804110557,201804111100
1890,04/11/2018,1600.00,1842,A,TEST,13901436,0,201804111600,201804111842
1890,04/11/2018,1130.00,1530,A,TEST,13901436,0,201804111130,201804111530
1890,04/12/2018,1130.00,1630,A,TEST,13901436,0,201804121130,201804121630
1890,04/12/2018,558.00,1100,A,TEST,13901436,0,201804120558,201804121100
1890,04/13/2018,1130.00,1741,A,TEST,13901436,0,201804131130,201804131741
1890,04/13/2018,602.00,1100,A,TEST,13901436,0,201804130602,201804131100
1890,04/14/2018,1200.00,Z,A,TEST,13901436,0,,
1901,04/09/2018,1255.00,1724,A,TEST,9480834,0,201804091255,201804091724
1901,04/09/2018,730.00,1225,A,TEST,9480834,0,201804090730,201804091225
1901,04/10/2018,1055.00,1644,A,TEST,9480834,0,201804101055,201804101644
1901,04/10/2018,531.00,1025,A,TEST,9480834,0,201804100531,201804101025
1901,04/11/2018,1055.00,1715,A,TEST,9480834,0,201804111055,201804111715
1901,04/11/2018,533.00,1025,A,TEST,9480834,0,201804110533,201804111025
1901,04/12/2018,1055.00,1625,A,TEST,9480834,0,201804121055,201804121625
1901,04/12/2018,533.00,1025,A,TEST,9480834,0,201804120533,201804121025
1901,04/13/2018,1200.00,Z,A,TEST,9480834,0,,
1901,04/14/2018,1210.00,1325,A,TEST,9480834,0,201804141210,201804141325
1901,04/14/2018,644.00,1140,A,TEST,9480834,0,201804140644,201804141140
1915,04/09/2018,1030.00,1828,A,TEST,11497505,0,201804091030,201804091828
1915,04/09/2018,559.00,1000,A,TEST,11497505,0,201804090559,201804091000
1915,04/10/2018,1130.00,1746,A,TEST,11497505,0,201804101130,201804101746
1915,04/10/2018,600.00,1100,A,TEST,11497505,0,201804100600,201804101100
1915,04/11/2018,1100.00,1758,A,TEST,11497505,0,201804111100,201804111758
1915,04/11/2018,528.00,1030,A,TEST,11497505,0,201804110528,201804111030
1915,04/12/2018,1130.00,1827,A,TEST,11497505,0,201804121130,201804121827
1915,04/12/2018,558.00,1100,A,TEST,11497505,0,201804120558,201804121100
1915,04/13/2018,1130.00,1755,A,TEST,11497505,0,201804131130,201804131755
1915,04/13/2018,600.00,1100,A,TEST,11497505,0,201804130600,201804131100
1934,04/14/2018,1200.00,Z,A,TEST,13891137,0,,
1934,04/09/2018,1030.00,1630,A,TEST,13891137,0,201804091030,201804091630
1934,04/09/2018,455.00,1000,A,TEST,13891137,0,201804090455,201804091000
1934,04/10/2018,500.00,1000,A,TEST,13891137,0,201804100500,201804101000
1934,04/10/2018,1030.00,1630,A,TEST,13891137,0,201804101030,201804101630
1934,04/11/2018,1030.00,1630,A,TEST,13891137,0,201804111030,201804111630
1934,04/11/2018,500.00,1000,A,TEST,13891137,0,201804110500,201804111000
1934,04/12/2018,1030.00,1630,A,TEST,13891137,0,201804121030,201804121630
1934,04/12/2018,457.00,1000,A,TEST,13891137,0,201804120457,201804121000
1934,04/13/2018,1030.00,1630,A,TEST,13891137,0,201804131030,201804131630
1934,04/13/2018,455.00,1000,A,TEST,13891137,0,201804130455,201804131000
2004,04/09/2018,1000.00,1621,A,TEST,12836997,0,201804091000,201804091621
2004,04/09/2018,453.00,0930,A,TEST,12836997,0,201804090453,201804090930
2004,04/10/2018,1000.00,1555,A,TEST,12836997,0,201804101000,201804101555
2004,04/10/2018,452.00,0930,A,TEST,12836997,0,201804100452,201804100930
2004,04/11/2018,1500.00,1715,A,TEST,12836997,0,201804111500,201804111715
2004,04/11/2018,1000.00,1430,A,TEST,12836997,0,201804111000,201804111430
2004,04/11/2018,452.00,0930,A,TEST,12836997,0,201804110452,201804110930
2004,04/12/2018,1000.00,1618,A,TEST,12836997,0,201804121000,201804121618
2004,04/12/2018,453.00,0930,A,TEST,12836997,0,201804120453,201804120930
2004,04/13/2018,1000.00,1456,A,TEST,12836997,0,201804131000,201804131456
2004,04/13/2018,453.00,0930,A,TEST,12836997,0,201804130453,201804130930
2004,04/14/2018,1200.00,Z,A,TEST,12836997,0,,
3080,04/09/2018,1245.00,1826,A,TEST,9480668,0,201804091245,201804091826
3080,04/09/2018,800.00,1215,A,TEST,9480668,0,201804090800,201804091215
3080,04/10/2018,1100.00,1727,A,TEST,9480668,0,201804101100,201804101727
